year,month,day,hour,airtemp_degc,dewpoint_degc,slp_hpa,winddir_degrees,windspeed_ms,skycond_oktas,liqprec_mm
2019,2,25,1,-10.0,-15.0,1014.7,280.0,7.7,2.0,0.0
2019,2,25,2,-11.1,-15.6,1015.7,280.0,6.2,2.0,0.0
2019,2,25,3,-11.7,-17.2,1017.4,280.0,6.2,0.0,0.0
2019,2,25,4,-12.8,-18.3,1019.0,290.0,4.6,0.0,0.0
2019,2,25,5,-13.9,-19.4,1020.5,280.0,4.6,0.0,0.0
2019,2,25,6,-14.4,-20.6,1022.1,290.0,7.7,0.0,0.0
2019,2,25,7,-15.6,-21.1,1023.2,290.0,4.6,0.0,0.0
2019,2,25,8,-16.1,-21.7,1025.0,290.0,5.7,0.0,0.0
2019,2,25,9,-16.7,-22.2,1025.5,310.0,2.6,0.0,0.0
2019,2,25,10,-16.7,-22.2,1026.9,290.0,4.1,0.0,0.0
2019,2,25,11,-17.2,-22.8,1027.7,310.0,4.1,0.0,0.0
2019,2,25,12,-17.8,-22.8,1028.7,320.0,3.1,2.0,0.0
2019,2,25,13,-17.8,-22.8,1031.1,290.0,2.6,,0.0
2019,2,25,14,-17.2,-22.8,1031.9,300.0,3.6,,0.0
2019,2,25,15,-16.7,-22.2,1032.3,320.0,3.6,,0.0
2019,2,25,16,-16.1,-21.7,1032.8,320.0,4.1,,0.0
2019,2,25,17,-15.0,-21.1,1033.3,270.0,2.6,,0.0
2019,2,25,18,-14.4,-20.6,1033.6,320.0,2.6,8.0,0.0
2019,2,25,19,-13.9,-20.0,1033.3,310.0,2.6,,0.0
2019,2,25,20,-13.3,-20.0,1033.1,270.0,3.6,,0.0
2019,2,25,21,-11.7,-18.9,1032.7,0.0,0.0,,0.0
2019,2,25,22,-11.7,-19.4,1032.8,310.0,2.6,,0.0
2019,2,25,23,-12.2,-18.9,1032.4,340.0,2.1,,-0.1
2019,2,26,0,-12.2,-18.9,1033.1,330.0,2.1,8.0,-0.1
2019,2,26,1,-12.2,-18.3,1033.2,330.0,2.1,,0.0
2019,2,26,2,-12.2,-17.8,1033.2,340.0,2.1,,0.0
2019,2,26,3,-12.8,-18.3,1033.5,340.0,1.5,,0.0
2019,2,26,4,-12.8,-17.8,1034.4,350.0,3.1,,0.0
2019,2,26,5,-12.8,-17.8,1034.7,340.0,3.6,,-0.1
2019,2,26,6,-12.8,-17.2,1034.9,350.0,3.1,8.0,-0.1
2019,2,26,7,-13.3,-17.2,1035.3,350.0,3.6,,0.0
2019,2,26,8,-13.9,-18.3,1035.4,350.0,4.1,,0.0
2019,2,26,9,-13.9,-18.3,1035.3,10.0,5.7,,0.0
2019,2,26,10,-14.4,-19.4,1035.6,360.0,4.1,2.0,0.0
2019,2,26,11,-14.4,-20.0,1036.0,10.0,4.6,,0.0
2019,2,26,12,-14.4,-20.0,1035.9,10.0,4.6,8.0,0.0
2019,2,26,13,-14.4,-20.0,1035.5,40.0,5.1,,0.0
2019,2,26,14,-14.4,-20.0,1036.2,40.0,4.6,,0.0
2019,2,26,15,-13.9,-20.0,1036.2,50.0,4.6,,0.0
2019,2,26,16,-13.3,-19.4,1035.3,70.0,5.1,,0.0
2019,2,26,17,-12.8,-18.3,1035.4,70.0,5.1,,0.0
2019,2,26,18,-12.2,-18.3,1035.6,80.0,3.1,8.0,0.0
2019,2,26,19,-11.7,-17.8,1034.6,40.0,5.1,,-0.1
2019,2,26,20,-11.7,-17.8,1034.2,50.0,4.6,,-0.1
2019,2,26,21,-11.7,-16.1,1033.8,40.0,6.2,,-0.1
2019,2,26,22,-12.2,-15.6,1033.2,40.0,5.7,,0.3
2019,2,26,23,-12.2,-15.0,,50.0,4.6,,0.2
2019,2,27,0,-11.7,-15.0,1031.8,40.0,4.6,8.0,-0.1
2019,2,27,1,-12.2,-14.4,1030.9,60.0,6.2,,-0.1
2019,2,27,2,-11.7,-14.4,1030.1,50.0,4.6,,-0.1
2019,2,27,3,-11.7,-13.9,1029.5,50.0,4.1,,-0.1
2019,2,27,4,-11.7,-13.3,1029.0,50.0,4.1,,-0.1
2019,2,27,5,-11.7,-13.3,1028.1,30.0,4.1,,0.3
2019,2,27,6,-11.7,-13.3,1027.3,50.0,3.6,8.0,0.5
2019,2,27,7,-11.1,-12.8,1026.5,40.0,2.1,,0.3
2019,2,27,8,-11.1,-12.8,1025.7,30.0,3.6,,0.0
2019,2,27,9,-11.1,-12.2,1024.9,30.0,3.6,,0.0
2019,2,27,10,-11.1,-12.2,1023.9,30.0,2.1,,0.0
2019,2,27,11,-10.6,-11.7,1024.3,360.0,3.1,,0.0
2019,2,27,12,-10.6,-12.2,1024.1,340.0,3.1,8.0,-0.1
2019,2,27,13,-11.1,-12.8,1023.8,340.0,3.1,,-0.1
2019,2,27,14,-11.1,-12.8,1023.0,320.0,2.1,,-0.1
2019,2,27,15,-10.6,-12.8,1023.7,330.0,3.6,,-0.1
2019,2,27,16,-10.6,-13.3,1022.9,300.0,3.1,,-0.1
2019,2,27,17,-8.3,-12.2,1023.1,310.0,3.6,,0.3
2019,2,27,18,-7.8,-12.2,1023.1,330.0,6.2,6.0,-0.1
2019,2,27,19,-7.2,-12.8,1022.4,330.0,7.2,,-0.1
2019,2,27,20,-7.8,-13.3,1022.7,330.0,6.2,,0.0
2019,2,27,21,-7.8,-13.3,1023.3,320.0,5.1,,-0.1
2019,2,27,22,-7.2,-14.4,1023.4,320.0,5.1,,-0.1
2019,2,27,23,-7.8,-15.0,1024.0,310.0,4.6,4.0,0.0
2019,2,28,0,-9.4,-15.6,1024.6,300.0,2.1,2.0,0.0
2019,2,28,1,-10.6,-16.1,1025.1,300.0,2.1,2.0,0.0
2019,2,28,2,-11.1,-16.7,1025.5,320.0,2.1,,0.0
2019,2,28,3,-11.7,-16.7,1025.4,300.0,1.5,2.0,0.0
2019,2,28,4,-13.3,-17.2,1025.7,0.0,0.0,2.0,0.0
2019,2,28,5,-13.9,-17.2,1025.9,310.0,1.5,2.0,0.0
2019,2,28,6,-13.9,-17.8,1025.9,300.0,1.5,0.0,0.0
2019,2,28,7,-15.6,-18.3,1026.0,290.0,2.1,0.0,0.0
2019,2,28,8,-15.6,-18.3,1025.8,340.0,2.6,0.0,0.0
2019,2,28,9,-17.2,-19.4,1026.1,0.0,0.0,0.0,0.0
2019,2,28,10,-17.8,-19.4,1025.8,0.0,0.0,0.0,0.0
2019,2,28,11,-16.7,-18.9,1026.3,0.0,0.0,0.0,0.0
2019,2,28,12,-15.6,-18.3,1026.8,230.0,2.1,6.0,0.0
2019,2,28,13,-15.0,-18.3,1026.8,270.0,1.5,,0.0
2019,2,28,14,-14.4,-17.8,1026.7,0.0,0.0,,0.0
2019,2,28,15,-13.3,-17.2,1026.5,0.0,0.0,,0.0
2019,2,28,16,-11.7,-17.8,1026.1,0.0,0.0,,0.0
2019,2,28,17,-10.0,-17.2,1025.9,0.0,0.0,,0.0
2019,2,28,18,-8.9,-17.2,1026.0,250.0,2.6,8.0,0.0
2019,2,28,19,-7.8,-16.7,1025.2,270.0,2.1,,0.0
2019,2,28,20,-7.8,-17.2,1024.2,,1.5,,0.0
2019,2,28,21,-6.7,-16.7,1023.8,240.0,2.1,,0.0
2019,2,28,22,-6.7,-16.1,1023.2,0.0,0.0,,0.0
2019,2,28,23,-6.1,-16.1,1023.0,0.0,0.0,,0.0
2019,3,1,0,-6.7,-15.6,1023.0,210.0,1.5,6.0,0.0
2019,3,1,1,-6.7,-15.0,1023.2,0.0,0.0,,0.0
2019,3,1,2,-6.7,-14.4,1023.4,0.0,0.0,,0.0
2019,3,1,3,-7.2,-15.0,1023.1,250.0,1.5,,0.0
2019,3,1,4,-7.8,-14.4,1023.3,240.0,1.5,,0.0
2019,3,1,5,-7.2,-14.4,1023.5,300.0,1.5,,0.0
2019,3,1,6,-7.2,-13.9,1023.2,0.0,0.0,8.0,0.0
2019,3,1,7,-7.2,-13.9,1023.2,210.0,1.5,,0.0
2019,3,1,8,-7.2,-14.4,1023.2,0.0,0.0,,0.0
2019,3,1,9,-7.2,-13.9,1022.9,310.0,1.5,,0.0
2019,3,1,10,-6.7,-13.9,1022.9,0.0,0.0,,0.0
2019,3,1,11,-7.2,-13.3,1023.0,0.0,0.0,,0.0
2019,3,1,12,-7.2,-13.3,1023.5,330.0,2.1,8.0,0.0
2019,3,1,13,-6.7,-12.8,1023.7,0.0,0.0,,0.0
2019,3,1,14,-6.7,-12.8,1023.9,10.0,2.1,,0.0
2019,3,1,15,-6.1,-13.3,1023.5,50.0,2.1,,0.0
2019,3,1,16,-5.6,-12.8,1023.0,40.0,3.1,,0.0
2019,3,1,17,-5.0,-13.3,1023.5,140.0,1.5,,0.0
2019,3,1,18,-4.4,-13.3,1022.8,120.0,3.1,8.0,0.0
2019,3,1,19,-3.3,-12.8,1022.0,120.0,2.1,,0.0
2019,3,1,20,-2.2,-12.8,1021.0,130.0,3.1,,0.0
2019,3,1,21,-2.2,-12.8,1020.8,120.0,3.1,,0.0
2019,3,1,22,-1.1,-13.3,1021.1,0.0,0.0,,0.0
2019,3,1,23,-1.7,-12.2,1021.0,150.0,2.1,,0.0
2019,3,2,0,-2.2,-10.0,1020.8,40.0,4.1,8.0,0.0
2019,3,2,1,-2.8,-10.0,1021.3,80.0,2.6,,0.0
2019,3,2,2,-2.8,-10.0,1021.4,50.0,2.6,,-0.1
2019,3,2,3,-3.3,-8.3,1021.5,70.0,1.5,,-0.1
2019,3,2,4,-4.4,-7.2,1021.4,80.0,1.5,,0.3
2019,3,2,5,-5.0,-6.7,1021.3,0.0,0.0,,0.5
2019,3,2,6,-5.0,-6.1,1021.3,0.0,0.0,8.0,-0.1
2019,3,2,7,-5.0,-6.1,1021.6,0.0,0.0,,0.3
2019,3,2,8,-5.0,-6.1,1021.6,0.0,0.0,,0.3
2019,3,2,9,-5.0,-6.1,1021.1,0.0,0.0,,0.3
2019,3,2,10,-5.6,-7.2,1020.6,310.0,1.5,,-0.1
2019,3,2,11,-6.1,-7.8,1022.3,330.0,2.6,,0.0
2019,3,2,12,-6.1,-8.3,1023.2,340.0,4.6,8.0,0.0
2019,3,2,13,-6.1,-8.9,1024.0,340.0,3.1,,0.0
2019,3,2,14,-6.1,-8.9,1025.4,350.0,4.1,,-0.1
2019,3,2,15,-6.1,-8.9,1026.0,340.0,4.6,,-0.1
2019,3,2,16,-5.6,-9.4,1027.1,340.0,3.6,,-0.1
2019,3,2,17,-6.1,-9.4,1026.6,350.0,4.1,,-0.1
2019,3,2,18,-5.6,-9.4,1027.3,340.0,4.6,8.0,-0.1
2019,3,2,19,-5.0,-9.4,,340.0,5.1,,0.0
2019,3,2,20,-5.0,-10.0,1027.2,340.0,4.6,,0.0
2019,3,2,21,-4.4,-10.0,1026.7,330.0,3.6,,0.0
2019,3,2,22,-4.4,-9.4,1026.8,300.0,2.6,,0.0
2019,3,2,23,-4.4,-9.4,1026.9,,2.6,,0.0
2019,3,3,0,-5.0,-9.4,1026.6,330.0,2.1,8.0,0.0
2019,3,3,1,-5.6,-9.4,1026.5,320.0,1.5,,0.0
2019,3,3,2,-5.6,-9.4,1026.6,,1.5,,0.0
2019,3,3,3,-5.6,-10.0,1026.9,,1.5,,0.0
2019,3,3,4,-5.6,-10.6,1026.9,320.0,3.6,,0.0
2019,3,3,5,-7.2,-12.8,1026.7,320.0,2.6,,0.0
2019,3,3,6,-8.3,-15.0,1026.8,330.0,4.6,6.0,-0.1
2019,3,3,7,-9.4,-15.6,1027.3,330.0,4.6,,-0.1
2019,3,3,8,-10.0,-15.6,1027.8,330.0,4.6,,-0.1
2019,3,3,9,-11.1,-16.7,1026.9,340.0,4.0,,-0.1
2019,3,3,10,-12.8,-17.8,1026.9,330.0,3.6,0.0,-0.1
2019,3,3,11,-13.9,-18.9,1027.4,340.0,3.1,0.0,0.0
2019,3,3,12,-14.4,-19.4,1027.4,330.0,3.1,4.0,0.0
2019,3,3,13,-15.6,-20.0,1027.6,340.0,3.6,,0.0
2019,3,3,14,-15.0,-20.6,1027.7,320.0,3.6,,0.0
2019,3,3,15,-14.4,-20.6,1027.3,330.0,3.6,,0.0
2019,3,3,16,-13.9,-20.6,1027.0,340.0,5.1,,0.0
2019,3,3,17,-12.8,-20.0,1027.1,340.0,4.1,,0.0
2019,3,3,18,-12.2,-20.6,1026.6,300.0,4.6,4.0,0.0
2019,3,3,19,-12.2,-22.2,1025.6,300.0,4.6,2.0,0.0
2019,3,3,20,-11.7,-21.7,1024.5,310.0,3.6,2.0,0.0
2019,3,3,21,-11.7,-21.7,1024.1,280.0,4.6,0.0,0.0
2019,3,3,22,-11.7,-23.3,1023.9,290.0,5.7,0.0,0.0
2019,3,3,23,-12.2,-23.9,1023.7,290.0,3.6,0.0,0.0
2019,3,4,0,-13.9,-23.9,1023.7,300.0,2.6,0.0,0.0
2019,3,4,1,-15.6,-23.9,1024.2,300.0,2.6,0.0,0.0
2019,3,4,2,-16.1,-23.9,1024.7,300.0,2.6,0.0,0.0
2019,3,4,3,-17.8,-23.9,1025.0,280.0,4.1,0.0,0.0
2019,3,4,4,-19.4,-25.0,1025.4,270.0,3.6,0.0,0.0
2019,3,4,5,-20.6,-25.0,1025.6,300.0,2.6,0.0,0.0
2019,3,4,6,-21.1,-25.6,1025.6,290.0,2.6,0.0,0.0
2019,3,4,7,-21.7,-26.1,1025.3,,1.5,0.0,0.0
2019,3,4,8,-22.2,-26.1,1025.1,290.0,3.1,0.0,0.0
2019,3,4,9,-22.8,-26.7,1024.4,290.0,2.1,0.0,0.0
2019,3,4,10,-22.8,-26.7,1024.0,280.0,2.1,0.0,0.0
2019,3,4,11,-22.8,-26.7,1024.2,270.0,2.6,0.0,0.0
2019,3,4,12,-23.3,-26.7,1024.0,,1.5,0.0,0.0
2019,3,4,13,-23.3,-26.1,1024.0,,2.6,0.0,0.0
2019,3,4,14,-22.2,-26.1,1024.2,270.0,3.6,0.0,0.0
2019,3,4,15,-21.1,-25.0,1024.3,280.0,3.6,0.0,0.0
2019,3,4,16,-19.4,-24.4,1024.1,260.0,3.6,0.0,0.0
2019,3,4,17,-17.2,-23.3,1023.6,260.0,4.6,2.0,0.0
2019,3,4,18,-16.1,-22.8,1023.1,270.0,4.1,2.0,0.0
2019,3,4,19,-15.6,-21.7,1022.4,230.0,4.1,4.0,0.0
2019,3,4,20,-15.0,-21.1,1021.4,250.0,4.6,4.0,0.0
2019,3,4,21,-14.4,-20.6,1021.0,240.0,5.7,4.0,0.0
2019,3,4,22,-13.9,-20.0,1020.5,,3.1,4.0,0.0
2019,3,4,23,-14.4,-20.6,1020.1,240.0,5.1,2.0,0.0
2019,3,5,0,-15.6,-20.6,1020.2,240.0,4.6,2.0,0.0
2019,3,5,1,-16.1,-20.6,1020.2,240.0,4.1,0.0,0.0
2019,3,5,2,-16.1,-20.0,1019.9,240.0,3.1,0.0,0.0
2019,3,5,3,-16.1,-20.6,1019.7,240.0,4.1,0.0,0.0
2019,3,5,4,-15.6,-20.0,1019.2,250.0,4.1,,0.0
2019,3,5,5,-15.6,-19.4,1018.4,,2.6,,-0.1
2019,3,5,6,-15.6,-19.4,1017.7,260.0,3.6,8.0,0.0
2019,3,5,7,-15.6,-18.9,1017.2,,2.1,,-0.1
2019,3,5,8,-15.6,-18.9,1017.0,,2.6,,-0.1
2019,3,5,9,-15.6,-18.9,1016.9,,1.5,,0.0
2019,3,5,10,-15.6,-18.9,1016.9,,2.1,,0.0
2019,3,5,11,-16.7,-19.4,1017.6,250.0,1.5,,0.0
2019,3,5,12,-16.7,-19.4,1018.1,280.0,1.5,2.0,0.0
2019,3,5,13,-17.2,-19.4,1018.3,270.0,2.6,0.0,0.0
2019,3,5,14,-15.6,-18.9,1019.0,290.0,4.1,2.0,0.0
2019,3,5,15,-14.4,-18.3,1019.8,290.0,4.1,2.0,0.0
2019,3,5,16,-13.3,-17.8,1020.1,280.0,4.1,2.0,-0.1
2019,3,5,17,-11.1,-17.2,1020.5,290.0,5.7,4.0,0.0
2019,3,5,18,-10.0,-17.8,1020.9,300.0,7.2,2.0,0.0
2019,3,5,19,-9.4,-18.3,1020.9,290.0,6.7,4.0,0.0
2019,3,5,20,-8.9,-18.3,1020.7,280.0,3.1,,0.0
2019,3,5,21,-8.3,-17.2,1021.1,280.0,5.7,,0.0
2019,3,5,22,-8.3,-17.8,1021.5,290.0,6.2,4.0,0.0
2019,3,5,23,-9.4,-18.9,1022.3,300.0,5.7,4.0,0.0
2019,3,6,0,-10.6,-18.3,1023.3,300.0,4.1,6.0,0.0
2019,3,6,1,-11.7,-18.9,1024.1,290.0,2.6,0.0,0.0
2019,3,6,2,-12.2,-19.4,1024.6,300.0,3.6,0.0,0.0
2019,3,6,3,-12.8,-19.4,1025.3,270.0,2.1,,0.0
2019,3,6,4,-13.3,-18.9,1026.0,280.0,2.1,2.0,0.0
2019,3,6,5,-13.3,-18.3,1026.0,280.0,2.6,0.0,0.0
2019,3,6,6,-14.4,-18.3,1026.1,0.0,0.0,0.0,0.0
2019,3,6,7,-15.0,-18.3,1026.3,270.0,2.1,0.0,0.0
2019,3,6,8,-15.0,-18.3,1026.6,,2.1,0.0,0.0
2019,3,6,9,-15.0,-18.9,1026.0,,2.1,0.0,0.0
2019,3,6,10,-15.6,-18.9,1026.1,0.0,0.0,0.0,0.0
2019,3,6,11,-15.6,-18.9,1026.2,0.0,0.0,0.0,0.0
2019,3,6,12,-16.1,-19.4,1026.4,0.0,0.0,0.0,0.0
2019,3,6,13,-15.6,-18.3,1026.4,200.0,1.5,2.0,0.0
2019,3,6,14,-15.0,-17.8,1026.3,180.0,3.1,4.0,0.0
2019,3,6,15,-12.8,-16.7,1026.2,,2.6,,0.0
2019,3,6,16,-11.1,-15.6,1025.7,220.0,5.1,,0.0
2019,3,6,17,-10.0,-15.0,1025.8,240.0,4.6,,0.0
2019,3,6,18,-7.8,-14.4,1025.2,240.0,3.6,2.0,0.0
2019,3,6,19,-7.2,-13.9,1024.5,240.0,5.1,4.0,0.0
2019,3,6,20,-5.6,-13.3,1023.5,230.0,4.1,4.0,0.0
2019,3,6,21,-5.0,-12.8,1022.7,240.0,5.1,,0.0
2019,3,6,22,-5.0,-12.8,1022.2,240.0,4.6,,0.0
2019,3,6,23,-5.6,-12.8,1022.2,240.0,3.1,4.0,0.0
2019,3,7,0,-6.1,-12.2,1022.5,240.0,3.6,4.0,0.0
2019,3,7,1,-6.1,-13.3,1022.8,280.0,3.6,4.0,0.0
2019,3,7,2,-6.7,-13.3,1023.5,280.0,2.1,2.0,0.0
2019,3,7,3,-7.8,-13.9,1024.3,300.0,3.6,2.0,-0.1
2019,3,7,4,-8.3,-13.9,1025.3,290.0,3.1,,0.0
2019,3,7,5,-8.9,-13.9,1026.2,290.0,2.1,,-0.1
2019,3,7,6,-10.0,-14.4,1026.4,290.0,2.1,0.0,-0.1
2019,3,7,7,-10.6,-14.4,1027.2,290.0,2.6,0.0,0.0
2019,3,7,8,-12.2,-15.0,1027.7,290.0,1.3,,0.0
2019,3,7,9,-12.8,-15.6,1028.1,0.0,0.0,0.0,0.0
2019,3,7,10,-12.8,-15.0,1028.5,300.0,2.1,0.0,0.0
2019,3,7,11,-13.9,-15.6,1028.9,0.0,0.0,0.0,0.0
2019,3,7,12,-16.1,-17.2,1029.5,0.0,0.0,6.0,0.0
2019,3,7,13,-16.1,-17.8,1029.7,0.0,0.0,,0.0
2019,3,7,14,-13.3,-15.6,1030.0,0.0,0.0,,0.0
2019,3,7,15,-11.7,-15.6,1030.0,10.0,2.1,,0.0
2019,3,7,16,-10.0,-15.6,1030.2,20.0,1.5,,0.0
2019,3,7,17,-8.9,-15.0,1030.6,70.0,1.5,,0.0
2019,3,7,18,-8.3,-15.6,1030.7,60.0,1.5,8.0,0.0
2019,3,7,19,-6.7,-15.0,1030.2,30.0,1.5,,0.0
2019,3,7,20,-6.1,-14.4,1029.2,0.0,0.0,,0.0
2019,3,7,21,-5.6,-13.9,1028.4,60.0,1.5,,0.0
2019,3,7,22,-5.6,-14.4,1027.5,120.0,3.1,,0.0
2019,3,7,23,-6.1,-15.0,1027.1,120.0,3.1,,0.0
2019,3,8,0,-6.7,-15.0,1026.9,140.0,3.1,8.0,0.0
2019,3,8,1,-7.8,-15.0,1027.0,0.0,0.0,2.0,0.0
2019,3,8,2,-10.0,-15.6,1026.6,0.0,0.0,2.0,0.0
2019,3,8,3,-12.8,-15.6,1026.4,0.0,0.0,0.0,0.0
2019,3,8,4,-12.8,-15.6,1026.4,0.0,0.0,0.0,0.0
2019,3,8,5,-12.8,-15.0,1026.0,0.0,0.0,,
2019,3,8,6,-11.7,-15.0,1025.5,0.0,0.0,8.0,0.0
2019,3,8,7,-11.1,-14.4,1025.1,0.0,0.0,,0.0
2019,3,8,8,-11.7,-14.4,1024.4,0.0,0.0,,0.0
2019,3,8,9,-11.1,-13.9,1023.7,0.0,0.0,,0.0
2019,3,8,10,-10.6,-13.3,1023.0,0.0,0.0,,0.0
2019,3,8,11,-10.0,-12.8,1022.9,0.0,0.0,,
2019,3,8,12,-8.9,-12.2,1023.1,0.0,0.0,8.0,0.0
2019,3,8,13,-7.2,-10.6,1023.0,0.0,0.0,,-0.1
2019,3,8,14,-6.7,-10.0,1023.2,0.0,0.0,,-0.1
2019,3,8,15,-5.0,-8.3,1023.0,120.0,2.1,,-0.1
2019,3,8,16,-2.8,-7.2,1022.7,100.0,3.1,,0.0
2019,3,8,17,-1.1,-5.6,1022.3,120.0,2.6,,0.0
2019,3,8,18,0.0,-5.6,1022.0,180.0,2.1,6.0,-0.1
2019,3,8,19,1.1,-3.9,1021.0,170.0,4.1,,0.0
2019,3,8,20,1.7,-4.4,1020.3,150.0,4.1,2.0,0.0
2019,3,8,21,1.7,-4.4,1020.1,160.0,4.6,2.0,0.0
2019,3,8,22,2.2,-3.9,1020.1,160.0,2.6,2.0,0.0
2019,3,8,23,1.7,-3.9,1020.2,150.0,3.1,2.0,0.0
2019,3,9,0,1.1,-3.3,1020.4,160.0,2.6,2.0,0.0
2019,3,9,1,-1.1,-4.4,1020.7,120.0,1.5,0.0,0.0
2019,3,9,2,-2.8,-5.0,1020.8,0.0,0.0,0.0,0.0
2019,3,9,3,-2.8,-5.0,1020.6,0.0,0.0,0.0,0.0
2019,3,9,4,-3.9,-5.6,1020.3,0.0,0.0,0.0,0.0
2019,3,9,5,-2.8,-5.0,1019.6,130.0,1.5,0.0,0.0
2019,3,9,6,-2.8,-5.0,1019.4,130.0,3.1,0.0,0.0
2019,3,9,7,-3.3,-5.6,1019.5,140.0,2.1,0.0,0.0
2019,3,9,8,-2.8,-5.6,1019.7,150.0,2.6,0.0,0.0
2019,3,9,9,-3.3,-5.6,1018.3,130.0,3.6,0.0,0.0
2019,3,9,10,-2.8,-5.6,1017.5,120.0,2.6,0.0,0.0
2019,3,9,11,-3.3,-5.0,1017.0,120.0,4.6,0.0,0.0
2019,3,9,12,-3.3,-5.6,1016.7,120.0,3.1,8.0,0.0
2019,3,9,13,-2.8,-5.0,1015.2,110.0,4.6,,0.0
2019,3,9,14,-1.1,-3.9,1016.0,120.0,5.7,,0.0
2019,3,9,15,0.0,-3.9,1014.1,120.0,7.2,,0.0
2019,3,9,16,1.1,-3.3,1012.5,120.0,7.2,,0.0
2019,3,9,17,2.8,-2.8,1009.7,120.0,12.9,,0.0
2019,3,9,18,2.2,-3.3,1008.5,110.0,9.8,8.0,0.0
2019,3,9,19,2.2,-3.3,1006.1,110.0,10.3,,0.0
2019,3,9,20,2.2,-3.3,1004.0,110.0,8.2,,0.0
2019,3,9,21,1.7,-3.3,1001.3,80.0,11.8,,-0.1
2019,3,9,22,0.6,-2.2,998.6,80.0,11.3,,3.6
2019,3,9,23,0.6,-2.2,997.6,90.0,7.7,,2.3
2019,3,10,0,0.0,-1.7,997.3,90.0,6.7,8.0,3.3
2019,3,10,1,0.0,-1.1,995.8,80.0,5.7,,1.0
2019,3,10,2,0.0,-1.1,994.0,70.0,6.2,,0.3
2019,3,10,3,0.6,-1.1,993.9,60.0,3.6,,-0.1
2019,3,10,4,0.0,-0.6,993.7,10.0,2.6,,0.3
2019,3,10,5,0.0,-0.6,993.8,,1.5,,0.3
2019,3,10,6,0.0,-0.6,994.6,290.0,2.1,8.0,0.3
2019,3,10,7,0.0,-1.1,996.3,290.0,3.6,,-0.1
2019,3,10,8,0.0,-1.1,997.8,280.0,3.6,,0.0
2019,3,10,9,0.0,-1.7,998.8,280.0,3.6,,0.0
2019,3,10,10,0.0,-1.7,1000.2,280.0,4.1,,0.0
2019,3,10,11,0.0,-2.2,1002.1,280.0,6.7,,-0.1
2019,3,10,12,0.0,-2.2,1003.6,270.0,4.1,8.0,-0.1
2019,3,10,13,0.0,-2.2,1004.6,280.0,4.1,,0.0
2019,3,10,14,0.6,-1.7,1006.1,270.0,6.2,,0.0
2019,3,10,15,0.0,-2.8,1008.0,290.0,7.2,,0.0
2019,3,10,16,0.0,-2.8,1009.4,290.0,4.6,,0.0
2019,3,10,17,0.6,-2.8,1011.1,280.0,5.1,,0.0
2019,3,10,18,0.6,-2.8,1012.7,270.0,5.7,8.0,0.0
2019,3,10,19,0.6,-2.8,1014.2,,3.1,,0.0
2019,3,10,20,1.1,-2.8,1015.1,260.0,4.6,,0.0
2019,3,10,21,1.7,-2.8,1016.4,290.0,5.1,,0.0
2019,3,10,22,1.7,-3.3,1017.3,270.0,4.1,4.0,0.0
2019,3,10,23,0.6,-4.4,1018.4,250.0,5.1,2.0,0.0
2019,3,11,0,-1.1,-6.1,1019.5,250.0,3.1,0.0,0.0
2019,3,11,1,-1.7,-6.7,1020.6,260.0,3.6,0.0,0.0
2019,3,11,2,-2.2,-7.8,1021.3,240.0,3.6,0.0,0.0
2019,3,11,3,-2.2,-8.9,1022.2,,3.1,0.0,0.0
2019,3,11,4,-3.3,-9.4,1023.0,,3.1,0.0,0.0
2019,3,11,5,-3.3,-9.4,1023.8,280.0,5.7,0.0,0.0
2019,3,11,6,-3.9,-9.4,1024.1,280.0,3.6,0.0,0.0
2019,3,11,7,-4.4,-10.0,1024.8,,2.6,0.0,0.0
2019,3,11,8,-5.0,-10.0,1025.1,270.0,2.6,0.0,0.0
2019,3,11,9,-5.6,-10.0,1025.4,,2.6,0.0,0.0
2019,3,11,10,-5.6,-10.6,1025.7,280.0,2.1,0.0,0.0
2019,3,11,11,-5.6,-10.6,1026.6,300.0,2.6,,0.0
2019,3,11,12,-5.6,-10.6,1027.2,,2.6,6.0,0.0
2019,3,11,13,-5.6,-10.6,1027.7,290.0,2.6,,0.0
2019,3,11,14,-5.0,-11.1,1028.8,,2.6,,0.0
2019,3,11,15,-3.9,-11.1,1029.4,310.0,3.1,4.0,0.0
2019,3,11,16,-2.8,-11.1,1029.3,290.0,6.2,2.0,0.0
2019,3,11,17,-1.7,-11.1,1029.3,300.0,4.6,2.0,0.0
2019,3,11,18,-0.6,-10.6,1029.5,300.0,3.6,0.0,0.0
2019,3,11,19,0.6,-10.6,1029.2,300.0,4.1,0.0,0.0
2019,3,11,20,1.7,-10.0,1028.4,270.0,4.6,0.0,0.0
2019,3,11,21,2.2,-10.0,1028.5,,1.5,0.0,0.0
2019,3,11,22,2.2,-10.0,1028.3,270.0,3.1,0.0,0.0
2019,3,11,23,2.2,-10.6,1028.1,,3.1,0.0,0.0
2019,3,12,0,0.6,-9.4,1028.5,,1.5,0.0,0.0
2019,3,12,1,-0.6,-8.3,1028.6,230.0,1.5,0.0,0.0
2019,3,12,2,-1.7,-7.8,1029.0,0.0,0.0,0.0,0.0
2019,3,12,3,-2.8,-7.8,1028.8,0.0,0.0,0.0,0.0
2019,3,12,4,-3.3,-8.9,1029.0,,1.5,0.0,0.0
